detector number; partition number; start time; end time; no of events inside; exposure; p0;p1;p2 
42; 19; 1.47541e+09; 1.4906e+09; 0; 0.870725; 14.4543; 0.705752; 0.0118417
42; 20; 1.53216e+09; 1.53274e+09; 0; 0.0381577; 13.3248; 0.476448; 0.0173305
42; 21; 1.54115e+09; 1.55775e+09; 0; 0.989287; 13.5477; 0.484711; 0.016538
42; 22; 1.55881e+09; 1.57287e+09; 0; 0.643809; 12.5771; 0.399242; 0.017665
43; 0; 1.37335e+09; 1.37338e+09; 0; 0.00208673; 8.79345; 0.616147; 0.0131709
43; 1; 1.37356e+09; 1.37526e+09; 0; 0.121142; 9.06902; 0.602915; 0.014513
43; 2; 1.37536e+09; 1.37605e+09; 0; 0.0498121; 8.24443; 0.702921; 0.00829371
43; 3; 1.37632e+09; 1.37752e+09; 0; 0.071987; 7.51103; 0.818301; 0.00395389
43; 4; 1.37762e+09; 1.37784e+09; 0; 0.015644; -0.503821; 0.680899; 0.00914954
43; 5; 1.3784e+09; 1.38124e+09; 0; 0.188389; 1.16779; 0.596575; 0.012821
43; 6; 1.38132e+09; 1.38297e+09; 0; 0.092169; 8.89316; 0.736666; 0.00635881
43; 7; 1.38306e+09; 1.38383e+09; 0; 0.0506021; 10.8641; 0.423977; 0.0101064
43; 8; 1.38503e+09; 1.38547e+09; 0; 0.0135105; 11.6231; 0.317393; -0.00801715
43; 9; 1.38574e+09; 1.3858e+09; 0; 0.00312954; 11.8386; 0.28859; -0.00393586
43; 10; 1.38937e+09; 1.38977e+09; 0; 0.0287392; 10.5928; 0.549748; 0.0101211
43; 11; 1.39056e+09; 1.39402e+09; 0; 0.217166; 11.7613; 0.529585; 0.0106469
43; 12; 1.39412e+09; 1.39642e+09; 0; 0.16221; 12.2254; 0.652938; 0.00558637
43; 13; 1.39655e+09; 1.39832e+09; 0; 0.106658; 14.2539; 0.807827; 4.33987e-08
43; 14; 1.39851e+09; 1.4031e+09; 0; 0.290659; 18.0922; 0.820112; 2.75069e-07
43; 15; 1.40319e+09; 1.40984e+09; 0; 0.380272; 16.0966; 0.771272; 2.27443e-06
43; 16; 1.40993e+09; 1.41215e+09; 0; 0.143325; 13.5832; 0.86403; 2.11142e-06
43; 17; 1.41227e+09; 1.42329e+09; 0; 0.702739; 10.319; 0.821504; 2.75271e-06
43; 18; 1.42489e+09; 1.43075e+09; 0; 0.281718; 14.7348; 1.33183; -2.08949e-07
43; 19; 1.43092e+09; 1.44589e+09; 0; 0.820615; 7.03416; 1.58606; -5.31431e-07
43; 20; 1.44639e+09; 1.4557e+09; 0; 0.630498; 8.30131; 1.14222; -2.44045e-07
43; 21; 1.45595e+09; 1.46583e+09; 0; 0.526471; 4.78632; 0.905386; 0.0121092
43; 22; 1.46623e+09; 1.47514e+09; 0; 0.52322; 9.56846; 0.698382; 4.33406e-08
43; 23; 1.47541e+09; 1.4906e+09; 0; 0.878865; 11.3363; 0.697587; 0.000500022
43; 24; 1.49527e+09; 1.50123e+09; 0; 0.309151; 11.4416; 0.56623; 0.0059925
43; 25; 1.53216e+09; 1.53274e+09; 0; 0.0385144; 12.4112; 0.407907; 0.012272
43; 26; 1.55881e+09; 1.57287e+09; 0; 0.649828; 13.3563; 0.435019; 0.010472
44; 0; 1.37335e+09; 1.37338e+09; 0; 0.00210406; 9.97751; 0.870861; 0.0261171
44; 1; 1.37356e+09; 1.37526e+09; 0; 0.122148; 9.12662; 0.864084; 0.0316219
44; 2; 1.37536e+09; 1.37605e+09; 0; 0.0502257; 9.90068; 0.869755; 0.0359674
44; 3; 1.37632e+09; 1.37752e+09; 0; 0.0725848; 10.159; 0.913991; 0.0347874
44; 4; 1.37762e+09; 1.37784e+09; 0; 0.0157739; 4.39619; 1.14801; 0.0288842
44; 5; 1.3784e+09; 1.38124e+09; 0; 0.189953; 6.33732; 1.0227; 0.0305426
44; 6; 1.38132e+09; 1.38297e+09; 0; 0.0929344; 7.69228; 0.899336; 0.0309825
44; 7; 1.38306e+09; 1.38383e+09; 0; 0.0510223; 2.70996; 1.1035; 0.0238814
44; 8; 1.38503e+09; 1.38547e+09; 0; 0.0136227; 9.73492; 0.766021; 0.0131944
44; 9; 1.38574e+09; 1.3858e+09; 0; 0.00315552; 10.0889; 0.829959; 0.0129942
44; 10; 1.38937e+09; 1.39402e+09; 0; 0.247947; 11.9064; 0.872309; -1.98636e-07
44; 11; 1.39412e+09; 1.39642e+09; 0; 0.163557; 15.7331; 1.02289; 5.66714e-08
44; 12; 1.39655e+09; 1.39832e+09; 0; 0.107543; 20.7571; 1.2377; 6.19326e-07
44; 13; 1.39851e+09; 1.4031e+09; 0; 0.293073; 26.9812; 1.19958; 5.0814e-07
44; 14; 1.40319e+09; 1.40984e+09; 0; 0.38343; 24.9004; 1.07823; 0.00529377
44; 15; 1.40993e+09; 1.41215e+09; 0; 0.144516; 17.7927; 1.05922; 0.0105874
44; 16; 1.41227e+09; 1.42329e+09; 0; 0.708574; 13.6172; 0.806622; 0.0121973
44; 17; 1.42489e+09; 1.43075e+09; 0; 0.284057; 19.6166; 0.930621; 4.62737e-07
44; 18; 1.43092e+09; 1.44589e+09; 0; 0.827429; 10.4782; 1.09421; 0.0150249
44; 19; 1.44639e+09; 1.4557e+09; 0; 0.635733; 8.23288; 0.840408; 0.0219049
44; 20; 1.45595e+09; 1.46583e+09; 0; 0.530843; 9.82311; 0.597947; 0.0107302
44; 21; 1.46623e+09; 1.47514e+09; 0; 0.527565; 15.126; 0.423016; 0.0137604
44; 22; 1.47541e+09; 1.4906e+09; 0; 0.886163; 16.1976; 0.611508; 0.0105177
44; 23; 1.49527e+09; 1.50123e+09; 0; 0.311719; 15.3462; 0.595797; 0.0118325
44; 24; 1.50152e+09; 1.51912e+09; 0; 1.15131; 13.8586; 0.433681; 0.0139985
44; 25; 1.53216e+09; 1.53274e+09; 0; 0.0388342; 15.8174; 0.537831; 0.014653
44; 26; 1.54115e+09; 1.55775e+09; 0; 1.00683; 16.3233; 0.312812; 0.020782
44; 27; 1.55881e+09; 1.57287e+09; 0; 0.655224; 17.8681; 0.371059; 0.016735
45; 0; 1.37335e+09; 1.37338e+09; 0; 0.00207473; 9.90212; 0.826705; 0.0147702
45; 1; 1.37356e+09; 1.37526e+09; 0; 0.120446; 4.95247; 0.820965; 0.0146785
45; 2; 1.37536e+09; 1.37605e+09; 0; 0.0495257; 6.63263; 0.738535; 0.014659
45; 3; 1.37632e+09; 1.37752e+09; 0; 0.0715731; 11.1975; 0.764198; 0.0144241
45; 4; 1.37762e+09; 1.37784e+09; 0; 0.015554; 9.13257; 0.86655; 0.0141171
45; 5; 1.3784e+09; 1.38124e+09; 0; 0.165586; 10.5308; 0.787902; 0.0177516
45; 6; 1.38132e+09; 1.38297e+09; 0; 0.0782692; 10.4797; 0.797504; 0.0185787
45; 7; 1.38306e+09; 1.38383e+09; 0; 0.0503112; 9.52953; 0.891275; 0.0138684
45; 8; 1.38503e+09; 1.38547e+09; 0; 0.0112253; 13.4599; 0.884356; 0.00713133
45; 9; 1.38574e+09; 1.38585e+09; 0; 0.00622217; 12.5455; 0.931344; 0.00599895
45; 10; 1.38937e+09; 1.38977e+09; 0; 0.028574; 17.2595; 0.835165; 0.008906
45; 11; 1.39056e+09; 1.39402e+09; 0; 0.237805; 17.5288; 0.652445; 0.0189514
45; 12; 1.39412e+09; 1.39643e+09; 0; 0.163846; 20.3786; 0.834258; 0.0100454
45; 13; 1.3966e+09; 1.39832e+09; 0; 0.0877473; 22.3554; 1.14964; 6.07677e-07
45; 14; 1.39851e+09; 1.4027e+09; 0; 0.210181; 27.3946; 1.16362; 3.02935e-07
45; 15; 1.40319e+09; 1.40984e+09; 0; 0.370953; 28.1787; 1.06223; 0.0097027
45; 16; 1.40993e+09; 1.41215e+09; 0; 0.137224; 27.804; 1.11753; 0.00970265
45; 17; 1.41227e+09; 1.42329e+09; 0; 0.656005; 31.6844; 1.28821; -9.15265e-08
45; 18; 1.42493e+09; 1.43075e+09; 0; 0.235835; 31.6579; 1.30269; 0.0217288
45; 19; 1.46623e+09; 1.47513e+09; 0; 0.515861; 6.60862e-06; 1.37956; 0.0172371
45; 20; 1.47541e+09; 1.4906e+09; 0; 0.898791; 15.4191; 0.694783; 0.0263026
45; 21; 1.49527e+09; 1.50122e+09; 0; 0.344777; 23.0128; 0.389369; 0.035577
45; 22; 1.50152e+09; 1.51911e+09; 0; 1.13881; 15.1874; 0.768731; 0.035786
46; 0; 1.37335e+09; 1.37338e+09; 0; 0.00206807; 0.000464508; 0.940564; 0.031309
46; 1; 1.37356e+09; 1.37526e+09; 0; 0.120059; 4.08166; 0.983217; 0.0379622
46; 2; 1.37536e+09; 1.37784e+09; 0; 0.136214; 8.16285; 1.02587; 0.0446155
46; 3; 1.3784e+09; 1.38124e+09; 0; 0.165054; 4.08147; 1.29333; 0.0344432
46; 4; 1.38132e+09; 1.38297e+09; 0; 0.0780177; 8.35332e-05; 1.56079; 0.0242709
46; 5; 1.38306e+09; 1.38383e+09; 0; 0.0501496; 0.00138996; 1.49946; 0.0262309
46; 6; 1.38503e+09; 1.38547e+09; 0; 0.0111892; 8.86908; 0.916705; 0.0103853
46; 7; 1.38574e+09; 1.38585e+09; 0; 0.00620218; 9.9037; 0.927259; 0.0104093
46; 8; 1.38937e+09; 1.38977e+09; 0; 0.0284822; 8.04975; 1.06817; 0.00546648
46; 9; 1.39056e+09; 1.39402e+09; 0; 0.237041; 8.56658; 0.90422; 0.0151557
46; 10; 1.39412e+09; 1.39643e+09; 0; 0.16332; 22.0014; 1.04095; 0.0137778
46; 11; 1.3966e+09; 1.39832e+09; 0; 0.0874654; 26.8705; 1.37809; 0.0081775
46; 12; 1.39851e+09; 1.4027e+09; 0; 0.209506; 34.1739; 1.37228; 0.0160853
46; 13; 1.40319e+09; 1.40984e+09; 0; 0.369761; 39.2285; 1.09218; 0.0241669
46; 14; 1.40993e+09; 1.41215e+09; 0; 0.136783; 39.428; 1.27612; 0.0121705
46; 15; 1.41227e+09; 1.42329e+09; 0; 0.653897; 24.3592; 1.28899; 0.00618352
46; 16; 1.45595e+09; 1.46583e+09; 0; 0.519014; 5.46073; 0.829757; 0.0161551
46; 17; 1.46623e+09; 1.47513e+09; 0; 0.514204; 10.8885; 0.730611; 0.0162056
46; 18; 1.47541e+09; 1.4906e+09; 0; 0.895904; 18.0067; 0.765306; 0.0183703
46; 19; 1.49527e+09; 1.50122e+09; 0; 0.343669; 19.8072; 0.602812; 0.02075
46; 20; 1.50152e+09; 1.51911e+09; 0; 1.13515; 19.7977; 0.395537; 0.020535
47; 0; 1.37335e+09; 1.37338e+09; 0; 0.00208673; 17.3126; 0.963595; -1.33395e-08
47; 1; 1.37356e+09; 1.37526e+09; 0; 0.121142; 16.4998; 0.867424; 0.00477493
47; 2; 1.37536e+09; 1.37605e+09; 0; 0.0498121; 18.7702; 0.837644; 0.004775
47; 3; 1.37632e+09; 1.37784e+09; 0; 0.0876309; 21.8534; 0.904034; 1.1841e-07
47; 4; 1.3784e+09; 1.38124e+09; 0; 0.166543; 29.9288; 0.452024; 0.0169205
47; 5; 1.38132e+09; 1.38383e+09; 0; 0.129324; 38.0042; 1.52101e-05; 0.0338408
47; 6; 1.38503e+09; 1.38547e+09; 0; 0.0112902; 19.9516; 0.834574; -0.00258144
47; 7; 1.38574e+09; 1.38585e+09; 0; 0.00625814; 22.6257; 0.823146; 0.00294584
47; 8; 1.38937e+09; 1.38977e+09; 0; 0.0287392; 18.2858; 0.720501; 0.0058912
47; 9; 1.39056e+09; 1.39402e+09; 0; 0.23918; 23.2789; 0.819264; 0.00708176
47; 10; 1.39412e+09; 1.39643e+09; 0; 0.164793; 31.3914; 1.36849; 0.00413627
47; 11; 1.3966e+09; 1.39832e+09; 0; 0.0882546; 17.2717; 2.15267; 0.0175165
47; 12; 1.42493e+09; 1.43075e+09; 0; 0.237198; 12.8114; 1.65458; -6.2935e-07
47; 13; 1.43105e+09; 1.44589e+09; 0; 0.768421; 1.66481; 1.8916; 0.0115061
47; 14; 1.44639e+09; 1.4557e+09; 0; 0.632773; 5.56597; 1.52768; 0.0144028
47; 15; 1.45595e+09; 1.46583e+09; 0; 0.523697; 5.5678; 1.07274; 0.0135446
47; 16; 1.46623e+09; 1.47513e+09; 0; 0.518844; 11.131; 1.1713; 0.00579273
47; 17; 1.47541e+09; 1.4906e+09; 0; 0.903988; 16.7286; 0.985652; 0.0224649
47; 18; 1.49527e+09; 1.50122e+09; 0; 0.34677; 18.6189; 0.770548; 0.0335775
47; 19; 1.50152e+09; 1.51911e+09; 0; 1.14539; 21.6733; 0.375548; 0.0294535
48; 0; 1.39412e+09; 1.39643e+09; 0; 0.163741; 19.6914; 1.03992; -2.23608e-07
48; 1; 1.3966e+09; 1.4027e+09; 0; 0.297737; 28.2751; 1.12627; 5.47788e-07
48; 2; 1.40319e+09; 1.40984e+09; 0; 0.370714; 25.9067; 1.12092; 1.3782e-07
48; 3; 1.40993e+09; 1.41215e+09; 0; 0.137136; 30.1476; 1.14266; -1.92293e-06
48; 4; 1.41227e+09; 1.42329e+09; 0; 0.655583; 20.0289; 1.04262; 0.00557623
48; 5; 1.42493e+09; 1.43075e+09; 0; 0.235683; 39.2949; 1.11462; 0.00812707
48; 6; 1.43105e+09; 1.4557e+09; 0; 1.39224; 49.3338; 1.00869; 0.0162542
48; 7; 1.45595e+09; 1.46583e+09; 0; 0.520352; 40.1666; 0.827468; 0.016663
48; 8; 1.46623e+09; 1.47513e+09; 0; 0.51553; 49.3338; 1.00869; 0.0162542
49; 0; 1.38503e+09; 1.38586e+09; 0; 0.0217039; 10.7296; 0.629482; 0.0168188
49; 1; 1.38937e+09; 1.38977e+09; 0; 0.0260594; 10.2302; 0.665593; 0.0165477
49; 2; 1.39056e+09; 1.39402e+09; 0; 0.225107; 8.43822; 0.719213; 0.0158077
49; 3; 1.39412e+09; 1.39643e+09; 0; 0.149935; 6.87579; 0.742843; 0.0177623
49; 4; 1.39655e+09; 1.39832e+09; 0; 0.0971635; 6.71162; 0.777812; 0.0200343
49; 5; 1.39851e+09; 1.40984e+09; 0; 0.584182; 6.8173; 0.80666; 0.0198829
49; 6; 1.40993e+09; 1.41215e+09; 0; 0.131079; 7.01842; 0.859116; 0.0165035
49; 7; 1.41227e+09; 1.42329e+09; 0; 0.633375; 3.60982; 0.875078; 0.0168898
49; 8; 1.42489e+09; 1.43075e+09; 0; 0.275759; 9.94952; 1.00226; 0.00967453
49; 9; 1.43092e+09; 1.44589e+09; 0; 0.69687; 12.6991; 1.08597; 0.00751307
49; 10; 1.44639e+09; 1.4557e+09; 0; 0.389169; 10.2932; 0.892158; 0.0105803
49; 11; 1.45603e+09; 1.46583e+09; 0; 0.287966; 10.6761; 0.577355; 0.0138725
50; 0; 1.38503e+09; 1.38586e+09; 0; 0.0218262; 12.6473; 0.564284; 0.00375038
50; 1; 1.38937e+09; 1.38977e+09; 0; 0.0262062; 12.4872; 0.545583; 0.00187616
50; 2; 1.39056e+09; 1.39402e+09; 0; 0.226375; 11.7841; 0.529491; 1.34054e-06
50; 3; 1.39412e+09; 1.39643e+09; 0; 0.15078; 11.2411; 0.532099; 7.39106e-07
50; 4; 1.39655e+09; 1.39832e+09; 0; 0.097711; 11.0448; 0.527368; 2.69963e-07
50; 5; 1.39851e+09; 1.4027e+09; 0; 0.236092; 11.4832; 0.518716; -3.41896e-07
50; 6; 1.40319e+09; 1.40984e+09; 0; 0.351382; 11.8259; 0.480246; -0.00196183
50; 7; 1.40993e+09; 1.41215e+09; 0; 0.131818; 11.2182; 0.504439; -0.00196155
50; 8; 1.41227e+09; 1.42329e+09; 0; 0.636944; 10.9025; 0.563181; 6.75119e-08
50; 9; 1.42489e+09; 1.43075e+09; 0; 0.277313; 11.3911; 0.593533; 2.30339e-07
50; 10; 1.43092e+09; 1.44589e+09; 0; 0.700796; 10.6877; 0.683392; 4.33505e-08
50; 11; 1.44639e+09; 1.4557e+09; 0; 0.391362; 10.3341; 0.649929; 1.23161e-07
50; 12; 1.45603e+09; 1.46583e+09; 0; 0.289589; 10.9254; 0.530239; 0.000185323
50; 13; 1.46623e+09; 1.47513e+09; 0; 0.500155; 11.3319; 0.534937; 1.89883e-07
50; 14; 1.47541e+09; 1.49061e+09; 0; 0.81265; 11.3336; 0.515483; 0.000500095
50; 15; 1.49527e+09; 1.50123e+09; 0; 0.348213; 10.489; 0.468925; 0.0041305
50; 16; 1.50152e+09; 1.51912e+09; 0; 1.078; 11.4823; 0.357324; 0.009456
50; 17; 1.54115e+09; 1.55775e+09; 0; 0.965422; 10.5233; 0.417778; 0.006497
50; 18; 1.55881e+09; 1.56326e+09; 0; 0.179073; 11.0667; 0.446794; 0.0077045
51; 0; 1.38503e+09; 1.39643e+09; 0; 0.422358; 11.0981; 0.559995; 4.42613e-07
51; 1; 1.39655e+09; 1.39832e+09; 0; 0.0970609; 11.6688; 0.468359; -0.00218368
51; 2; 1.39851e+09; 1.4027e+09; 0; 0.234521; 12.7408; 0.41116; -0.00346949
51; 3; 1.40319e+09; 1.40984e+09; 0; 0.349044; 12.5412; 0.463151; -0.00128596
51; 4; 1.40993e+09; 1.41215e+09; 0; 0.130941; 11.3639; 0.588518; -6.91898e-07
51; 5; 1.41227e+09; 1.42329e+09; 0; 0.632706; 14.1713; 0.594222; -3.18229e-07
51; 6; 1.42489e+09; 1.43075e+09; 0; 0.275468; 17.6301; 0.537005; -7.96789e-08
51; 7; 1.43092e+09; 1.44589e+09; 0; 0.696133; 18.7564; 0.535195; -1.88045e-07
51; 8; 1.44639e+09; 1.4557e+09; 0; 0.388758; 22.375; 0.54519; -6.84083e-07
51; 9; 1.45603e+09; 1.46583e+09; 0; 0.287662; 26.3965; 0.555471; 1.33206e-06
51; 10; 1.46623e+09; 1.47513e+09; 0; 0.496827; 25.9937; 0.555185; -1.18012e-06
51; 11; 1.47541e+09; 1.49061e+09; 0; 0.807243; 25.9783; 0.559858; 0.00049941
51; 12; 1.54115e+09; 1.55775e+09; 0; 0.958999; 23.5154; 0.573222; 0.001
51; 13; 1.55881e+09; 1.56326e+09; 0; 0.177882; 25.8913; 0.66345; 0.001
52; 0; 1.38503e+09; 1.38586e+09; 0; 0.0215167; 6.91973; 0.863401; -8.74845e-07
52; 1; 1.38937e+09; 1.38977e+09; 0; 0.0258346; 11.4441; 0.849755; -1.02938e-06
52; 2; 1.39056e+09; 1.39402e+09; 0; 0.223165; 14.5542; 0.828433; -6.28218e-07
52; 3; 1.39412e+09; 1.39643e+09; 0; 0.148641; 13.0844; 0.793695; 0.00259295
52; 4; 1.39655e+09; 1.39832e+09; 0; 0.0963252; 12.9875; 0.798928; 0.00381383
52; 5; 1.39851e+09; 1.4027e+09; 0; 0.232743; 14.1975; 0.799726; 0.00122063
52; 6; 1.40319e+09; 1.40984e+09; 0; 0.346398; 14.3636; 0.773963; 2.97049e-07
52; 7; 1.40993e+09; 1.41215e+09; 0; 0.129948; 12.8844; 0.828113; 5.4451e-07
52; 8; 1.41227e+09; 1.42329e+09; 0; 0.62791; 14.5508; 0.784307; 0.00562709
52; 9; 1.42489e+09; 1.43075e+09; 0; 0.27338; 15.0049; 0.937777; -6.35382e-07
52; 10; 1.43092e+09; 1.44589e+09; 0; 0.690857; 18.2305; 0.986103; 1.42184e-07
52; 11; 1.44639e+09; 1.4557e+09; 0; 0.385811; 22.1432; 0.926956; 1.41609e-07
52; 12; 1.45603e+09; 1.46583e+09; 0; 0.285481; 20.0533; 0.943584; 1.15217e-05
52; 13; 1.46623e+09; 1.47513e+09; 0; 0.493061; 22.3516; 0.838068; 2.0437e-07
52; 14; 1.50152e+09; 1.51912e+09; 0; 1.06271; 19.3025; 0.758686; 0.001
52; 15; 1.54115e+09; 1.55775e+09; 0; 0.95173; 24.2776; 0.726746; 0.006415
52; 16; 1.55881e+09; 1.56326e+09; 0; 0.176533; 27.8398; 0.786655; 0.0055995
53; 0; 1.38503e+09; 1.38547e+09; 0; 0.0129768; 8.76665; 0.500104; 0.0185672
53; 1; 1.38574e+09; 1.38586e+09; 0; 0.00766832; 9.63966; 0.309732; 0.0229212
53; 2; 1.38937e+09; 1.38977e+09; 0; 0.0264081; 11.1411; 0.319067; 0.0222613
53; 3; 1.39056e+09; 1.39402e+09; 0; 0.22734; 8.66283; 0.529455; 0.0191853
53; 4; 1.39412e+09; 1.39643e+09; 0; 0.151941; 6.02518; 0.689944; 0.0172932
53; 5; 1.39655e+09; 1.39832e+09; 0; 0.0984638; 8.32006; 0.621924; 0.0180579
53; 6; 1.39851e+09; 1.40275e+09; 0; 0.240661; 4.95302; 0.744934; 0.0122577
53; 7; 1.40319e+09; 1.40984e+09; 0; 0.353839; 0.633158; 0.895399; 0.00621683
53; 8; 1.40993e+09; 1.41215e+09; 0; 0.132648; 0.93963; 0.884523; 0.00905123
53; 9; 1.41227e+09; 1.42329e+09; 0; 0.677012; 1.2461; 0.873647; 0.0118856
53; 10; 1.42489e+09; 1.43075e+09; 0; 0.291989; 7.10212; 0.801072; 0.0150808
53; 11; 1.43092e+09; 1.44589e+09; 0; 0.826278; 4.65667; 0.883977; 0.0144744
53; 12; 1.44639e+09; 1.4557e+09; 0; 0.580355; 1.00471; 0.946894; 0.0124935
53; 13; 1.45597e+09; 1.46583e+09; 0; 0.484136; 0.504913; 0.773323; 0.0144881
53; 14; 1.46623e+09; 1.47513e+09; 0; 0.521827; 1.00471; 0.946894; 0.0124935
53; 15; 1.47541e+09; 1.4906e+09; 0; 0.845584; 5.98711; 0.627821; 0.0177153
53; 16; 1.49527e+09; 1.50123e+09; 0; 0.335162; 9.9899; 0.344681; 0.0208155
53; 17; 1.50152e+09; 1.51912e+09; 0; 1.07045; 10.2817; 0.307508; 0.020972
53; 18; 1.53216e+09; 1.53274e+09; 0; 0.0370866; 11.2527; 0.147642; 0.0213015
53; 19; 1.54115e+09; 1.55775e+09; 0; 0.982309; 10.2007; 0.12612; 0.0217935
53; 20; 1.55881e+09; 1.57287e+09; 0; 0.655894; 11.0682; 0.0968735; 0.022309
54; 0; 1.38503e+09; 1.38547e+09; 0; 0.0128122; 10.5899; 0.34074; 0.0151013
54; 1; 1.38574e+09; 1.38586e+09; 0; 0.00757105; 15.4335; -8.20759e-07; 0.0182995
54; 2; 1.38937e+09; 1.38977e+09; 0; 0.0260732; 9.70509; 0.402555; 0.0201689
54; 3; 1.39056e+09; 1.39402e+09; 0; 0.224457; 3.97668; 0.805111; 0.0220382
54; 4; 1.39412e+09; 1.39643e+09; 0; 0.150014; -1.34368; 0.788234; 0.0248399
54; 5; 1.39655e+09; 1.39832e+09; 0; 0.0972149; -3.33199; 0.785957; 0.0240363
54; 6; 1.39851e+09; 1.40275e+09; 0; 0.237608; -8.07236; 0.40029; 0.0266444
54; 7; 1.40319e+09; 1.40984e+09; 0; 0.349351; -0.45005; 0.000120172; 0.0305117
54; 8; 1.40993e+09; 1.41215e+09; 0; 0.130965; 7.62237; 0.357883; 0.0310113
54; 9; 1.41227e+09; 1.42329e+09; 0; 0.668424; -1.46737e-05; 0.710319; 0.0326235
54; 10; 1.42489e+09; 1.43075e+09; 0; 0.288285; 15.5566; 0.523254; 0.0313865
54; 11; 1.43092e+09; 1.44589e+09; 0; 0.815797; 6.83154; 0.955106; 0.0216912
54; 12; 1.44639e+09; 1.4557e+09; 0; 0.572993; 5.58974; 0.85548; 0.0156638
54; 13; 1.46623e+09; 1.47513e+09; 0; 0.515208; 3.17271; 0.807416; 0.0237738
54; 14; 1.47541e+09; 1.4906e+09; 0; 0.834858; 8.03908; 0.463292; 0.0337348
54; 15; 1.49527e+09; 1.50123e+09; 0; 0.330911; 9.2488; 0.287963; 0.02136
54; 16; 1.50152e+09; 1.51912e+09; 0; 1.05687; 10.7623; 0.276181; 0.005779
54; 17; 1.53216e+09; 1.53274e+09; 0; 0.0366161; 11.1877; 0.300022; 0.004877
54; 18; 1.54115e+09; 1.55775e+09; 0; 0.969849; 9.92113; 0.318178; 0.00394
54; 19; 1.55881e+09; 1.57287e+09; 0; 0.647575; 11.644; 0.237542; 0.00532
55; 0; 1.38503e+09; 1.38547e+09; 0; 0.0132632; 5.81078; 0.328561; 0.0180252
55; 1; 1.38574e+09; 1.38586e+09; 0; 0.00783754; 11.6217; -1.01924e-05; 0.0206226
55; 2; 1.38937e+09; 1.38977e+09; 0; 0.0269909; 11.7926; 0.169187; 0.0198824
55; 3; 1.39056e+09; 1.39402e+09; 0; 0.232357; 11.9635; 0.338385; 0.0191422
55; 4; 1.39412e+09; 1.39643e+09; 0; 0.155294; 12.4291; 0.1692; 0.0194491
55; 5; 1.39655e+09; 1.39832e+09; 0; 0.100637; 6.44734; 0.357593; 0.00987888
55; 6; 1.39851e+09; 1.40275e+09; 0; 0.245972; -1.42667e-05; 0.715171; 1.66747e-06
55; 7; 1.40319e+09; 1.40984e+09; 0; 0.361648; 1.90921; 0.667594; 0.00339653
55; 8; 1.40993e+09; 1.41215e+09; 0; 0.135575; 5.02048; 0.663471; 0.0107331
55; 9; 1.41227e+09; 1.42329e+09; 0; 0.691952; 6.13395; 0.583934; 0.0149514
55; 10; 1.42489e+09; 1.43075e+09; 0; 0.298433; 11.2002; 0.299177; 0.018711
55; 11; 1.43092e+09; 1.47513e+09; 0; 1.97102; 11.0276; 0.359599; 0.0187594
55; 12; 1.47541e+09; 1.4906e+09; 0; 0.864244; 7.38735; 0.532196; 0.0098797
55; 13; 1.49527e+09; 1.50123e+09; 0; 0.342558; 6.20918; 0.511498; 0.00374
55; 14; 1.50152e+09; 1.51912e+09; 0; 1.09407; 10.6769; 0.164115; 0.0089835
55; 15; 1.53216e+09; 1.53274e+09; 0; 0.037905; 9.33728; 0.345789; 0.007356
55; 16; 1.54115e+09; 1.55775e+09; 0; 1.00399; 9.43722; 0.321656; 0.007598
55; 17; 1.55881e+09; 1.57287e+09; 0; 0.670369; 9.29167; 0.329035; 0.0090605
56; 0; 1.38503e+09; 1.38547e+09; 0; 0.0134887; 0.000122327; 0.664718; 0.0149325
56; 1; 1.38574e+09; 1.38586e+09; 0; 0.00797079; 0.0002381; 0.621926; 0.016653
56; 2; 1.38937e+09; 1.38977e+09; 0; 0.0274498; 6.36357; 0.36918; 0.0194945
56; 3; 1.39056e+09; 1.39402e+09; 0; 0.236308; 12.7269; 0.116435; 0.022336
56; 4; 1.39412e+09; 1.39643e+09; 0; 0.157934; 6.36344; 0.385859; 0.018155
56; 5; 1.39655e+09; 1.40275e+09; 0; 0.352501; -1.19165e-05; 0.655284; 0.0139741
56; 6; 1.40319e+09; 1.40984e+09; 0; 0.367796; 2.70059; 0.688894; 0.00924618
56; 7; 1.40993e+09; 1.41215e+09; 0; 0.13788; 5.4012; 0.722504; 0.00451825
56; 8; 1.41227e+09; 1.42329e+09; 0; 0.703716; -0.778814; 0.625993; 0.0108817
56; 9; 1.42489e+09; 1.44589e+09; 0; 1.16238; 5.96614; 0.797908; 5.3995e-07
56; 10; 1.44639e+09; 1.4557e+09; 0; 0.603246; 9.35327; 0.39899; 0.0107397
56; 11; 1.46623e+09; 1.47513e+09; 0; 0.54241; 12.7404; 7.14895e-05; 0.0214788
56; 12; 1.50152e+09; 1.51912e+09; 0; 1.11267; 11.8051; 0.568042; 0.011445
56; 13; 1.53216e+09; 1.53274e+09; 0; 0.0385494; 10.7334; 0.441087; 0.008465
56; 14; 1.54115e+09; 1.55775e+09; 0; 1.02105; 10.5931; 0.359534; 0.010701
56; 15; 1.55881e+09; 1.57287e+09; 0; 0.681766; 11.276; 0.396884; 0.011483
57; 0; 1.38503e+09; 1.38586e+09; 0; 0.0200469; 6.30711; 0.790019; 0.0142173
