detector number; partition number; start time; end time; no of events inside; exposure; p0;p1;p2 
57; 1; 1.38937e+09; 1.38977e+09; 0; 0.0263393; 4.15924; 0.935982; 0.0177862
57; 2; 1.39056e+09; 1.39403e+09; 0; 0.227163; 1.93814; 0.983132; 0.0237722
57; 3; 1.39412e+09; 1.39642e+09; 0; 0.149897; 1.65934; 0.94774; 0.0225261
57; 4; 1.39655e+09; 1.39832e+09; 0; 0.097148; 1.7112; 1.02888; 0.0191181
57; 5; 1.39851e+09; 1.40275e+09; 0; 0.176029; 1.77713; 1.03333; 0.0166774
57; 6; 1.40319e+09; 1.40984e+09; 0; 0.31766; 1.74048; 0.979754; 0.0178648
57; 7; 1.40993e+09; 1.41215e+09; 0; 0.132313; 2.86558; 1.00373; 0.0219377
57; 8; 1.41227e+09; 1.42329e+09; 0; 0.674599; 6.58422; 0.759097; 0.0217143
57; 9; 1.42489e+09; 1.43075e+09; 0; 0.289637; 1.54874; 0.961111; 0.00805711
57; 10; 1.43092e+09; 1.44589e+09; 0; 0.821992; 1.55886; 0.977613; 0.00991319
57; 11; 1.44639e+09; 1.4557e+09; 0; 0.509849; 1.46582; 0.891911; 0.0198265
57; 12; 1.45595e+09; 1.46583e+09; 0; 0.372195; 4.05192; 0.769351; 0.0191799
57; 13; 1.46644e+09; 1.47513e+09; 0; 0.479479; 1.46582; 0.891911; 0.0198265
57; 14; 1.47541e+09; 1.4906e+09; 0; 0.84911; 4.86858; 0.756818; 0.0189817
57; 15; 1.49527e+09; 1.50122e+09; 0; 0.344114; 11.5595; 0.575274; 0.020099
57; 16; 1.50152e+09; 1.51912e+09; 0; 1.01682; 11.1642; 0.601332; 0.0202705
57; 17; 1.54115e+09; 1.55775e+09; 0; 0.960825; 14.3677; 0.259551; 0.025629
57; 18; 1.55881e+09; 1.57287e+09; 0; 0.658262; 12.4217; 0.336161; 0.0216705
58; 0; 1.38503e+09; 1.38547e+09; 0; 0.0124331; 12.1684; 0.245317; -0.00597941
58; 1; 1.38574e+09; 1.38586e+09; 0; 0.00766965; 13.6458; 6.49384e-05; -0.0119584
58; 2; 1.39655e+09; 1.39832e+09; 0; 0.0974188; 10.4622; 0.533278; -0.00135304
58; 3; 1.39851e+09; 1.40275e+09; 0; 0.176519; 12.5406; 0.536554; -0.00135287
58; 4; 1.40319e+09; 1.40984e+09; 0; 0.318546; 13.8397; 0.55282; 2.36812e-08
58; 5; 1.40993e+09; 1.41215e+09; 0; 0.132682; 11.9083; 0.666429; -7.3901e-08
58; 6; 1.41227e+09; 1.42329e+09; 0; 0.676479; 8.97447; 0.669128; -2.45897e-07
58; 7; 1.42489e+09; 1.43075e+09; 0; 0.290444; 7.97196; 0.55822; -3.2031e-07
58; 8; 1.43092e+09; 1.44589e+09; 0; 0.824283; 10.9781; 0.581278; -8.63215e-07
58; 9; 1.44639e+09; 1.4557e+09; 0; 0.511271; 13.9842; 0.604335; -1.40612e-06
58; 10; 1.45595e+09; 1.46583e+09; 0; 0.373233; 11.2901; 0.565817; 2.70245e-07
58; 11; 1.46644e+09; 1.47513e+09; 0; 0.480815; 11.5852; 0.505027; 0.00244384
58; 12; 1.47541e+09; 1.4906e+09; 0; 0.851477; 9.17625; 0.461856; 0.00340154
58; 13; 1.49527e+09; 1.50122e+09; 0; 0.345073; 8.62697; 0.476951; 0.0022695
58; 14; 1.50152e+09; 1.51912e+09; 0; 1.01966; 9.521; 0.415728; 0.004479
58; 15; 1.53217e+09; 1.53274e+09; 0; 0.028464; 10.5332; 0.348658; 0.0070785
58; 16; 1.54115e+09; 1.55775e+09; 0; 0.963503; 9.39423; 0.34348; 0.006875
58; 17; 1.55881e+09; 1.57287e+09; 0; 0.660097; 11.0059; 0.324241; 0.007075
59; 0; 1.38503e+09; 1.38547e+09; 0; 0.0122992; 11.5323; 0.572926; -0.00404127
59; 1; 1.38574e+09; 1.39403e+09; 0; 0.259058; 12.7993; 0.49327; -0.00808294
59; 2; 1.39412e+09; 1.39642e+09; 0; 0.148696; 15.6055; 0.731151; -0.00404117
59; 3; 1.39655e+09; 1.39832e+09; 0; 0.0963695; 35.2996; 0.484631; 0.0210049
59; 4; 1.39851e+09; 1.40275e+09; 0; 0.174618; 40.6429; 0.468851; 0.0210044
59; 5; 1.40319e+09; 1.40984e+09; 0; 0.315115; 41.7462; 1.11259; -6.4186e-07
59; 6; 1.40993e+09; 1.41215e+09; 0; 0.131253; 41.1574; 1.2444; -8.017e-07
59; 7; 1.41227e+09; 1.42329e+09; 0; 0.669193; 23.8958; 0.895895; 6.01169e-06
59; 8; 1.42489e+09; 1.43075e+09; 0; 0.287316; 25.17; 0.869785; -3.9436e-07
59; 9; 1.43092e+09; 1.44589e+09; 0; 0.815405; 20.806; 1.17981; -4.8121e-07
59; 10; 1.44639e+09; 1.4557e+09; 0; 0.505764; 16.4419; 1.48983; -5.6806e-07
59; 11; 1.45595e+09; 1.46583e+09; 0; 0.369213; 17.2851; 1.30306; -6.20078e-08
59; 12; 1.46644e+09; 1.47513e+09; 0; 0.475636; 34.863; 1.12368; 8.92697e-07
59; 13; 1.47541e+09; 1.4906e+09; 0; 0.842305; 32.4722; 0.96184; 0.00213145
59; 14; 1.53217e+09; 1.53274e+09; 0; 0.0281574; 32.5327; 0.8; 0.016486
59; 15; 1.54115e+09; 1.55775e+09; 0; 0.953125; 24.0681; 0.768439; 0.0037425
59; 16; 1.55881e+09; 1.57287e+09; 0; 0.652987; 28.1586; 0.8; 0.010231
60; 0; 1.38503e+09; 1.39642e+09; 0; 0.41902; 9.4154; 0.603027; 0.0147132
60; 1; 1.39655e+09; 1.39832e+09; 0; 0.0961325; 10.6872; 0.673587; 0.0157117
60; 2; 1.39851e+09; 1.40275e+09; 0; 0.174189; 11.6838; 0.782537; 0.0147374
60; 3; 1.40319e+09; 1.40984e+09; 0; 0.31434; 10.4699; 0.754374; 0.0137737
60; 4; 1.40993e+09; 1.41215e+09; 0; 0.13093; 5.16309; 0.865963; 0.0103486
60; 5; 1.41227e+09; 1.42329e+09; 0; 0.667547; 0.794888; 1.04411; 0.00591455
60; 6; 1.42489e+09; 1.43075e+09; 0; 0.28661; 11.5093; 0.656758; 0.0103876
60; 7; 1.43092e+09; 1.44589e+09; 0; 0.8134; 5.2277; 0.906167; 0.00819702
60; 8; 1.44639e+09; 1.4557e+09; 0; 0.50452; 0.845386; 0.850554; 0.0131003
60; 9; 1.45595e+09; 1.46583e+09; 0; 0.368305; 6.69474; 0.519007; 0.0149522
60; 10; 1.46644e+09; 1.47513e+09; 0; 0.474467; 0.982685; 0.825987; 0.00980615
60; 11; 1.47541e+09; 1.4906e+09; 0; 0.840234; 5.24905; 0.668864; 0.0133181
60; 12; 1.49527e+09; 1.50122e+09; 0; 0.340517; 8.74469; 0.486239; 0.016431
60; 13; 1.50152e+09; 1.51912e+09; 0; 1.00619; 12.0845; 0.395923; 0.01776
60; 14; 1.53217e+09; 1.53274e+09; 0; 0.0280881; 9.77483; 0.425557; 0.0157515
60; 15; 1.54115e+09; 1.55775e+09; 0; 0.950781; 10.0539; 0.274444; 0.017747
60; 16; 1.55881e+09; 1.57287e+09; 0; 0.651381; 11.0325; 0.121322; 0.0201415
61; 0; 1.38503e+09; 1.38547e+09; 0; 0.0142091; 7.79966; 0.772531; 0.00779948
61; 1; 1.38574e+09; 1.38586e+09; 0; 0.00760569; 6.98087; 0.785749; 0.00838077
61; 2; 1.38937e+09; 1.38977e+09; 0; 0.0261925; 8.4041; 0.745866; 0.0104239
61; 3; 1.39056e+09; 1.39402e+09; 0; 0.225979; 8.13751; 0.738055; 0.0123616
61; 4; 1.39412e+09; 1.39643e+09; 0; 0.1507; 6.44768; 0.770128; 0.0122562
61; 5; 1.39655e+09; 1.39832e+09; 0; 0.097048; 9.82541; 0.752363; 0.0131146
61; 6; 1.39851e+09; 1.4027e+09; 0; 0.235844; 11.8897; 0.824721; 0.00698676
61; 7; 1.40319e+09; 1.40984e+09; 0; 0.336708; 8.43221; 0.890612; 0.00389645
61; 8; 1.40993e+09; 1.41215e+09; 0; 0.124165; 6.57966; 0.894948; 0.00389615
61; 9; 1.41227e+09; 1.42329e+09; 0; 0.670786; 3.43574; 0.837079; 0.0058769
61; 10; 1.42489e+09; 1.43075e+09; 0; 0.268707; 5.15665; 0.844748; 6.05321e-07
61; 11; 1.43092e+09; 1.44589e+09; 0; 0.802372; 2.78965; 0.891449; 0.00349555
61; 12; 1.44639e+09; 1.4557e+09; 0; 0.575584; 8.13956e-06; 0.933281; 0.00699004
61; 13; 1.45595e+09; 1.4658e+09; 0; 0.475256; 0.00126811; 0.919468; 0.00628182
61; 14; 1.46623e+09; 1.47514e+09; 0; 0.506271; 8.13956e-06; 0.933281; 0.00699004
61; 15; 1.47541e+09; 1.49061e+09; 0; 0.794408; 3.13157; 0.820528; 0.00824602
61; 16; 1.49527e+09; 1.50122e+09; 0; 0.340397; 7.89532; 0.646633; 0.0140775
61; 17; 1.50152e+09; 1.51911e+09; 0; 1.03021; 9.32936; 0.632675; 0.0180075
61; 18; 1.54115e+09; 1.55775e+09; 0; 0.974407; 8.24695; 0.610376; 0.0126575
61; 19; 1.55881e+09; 1.57287e+09; 0; 0.653983; 9.41661; 0.544547; 0.014172
62; 0; 1.38503e+09; 1.38977e+09; 0; 0.0477212; 10.2613; 0.699221; 0.00175587
62; 1; 1.39056e+09; 1.39402e+09; 0; 0.224633; 11.3965; 0.648378; 0.00201863
62; 2; 1.39412e+09; 1.39643e+09; 0; 0.149803; 12.1843; 0.579477; 0.00114074
62; 3; 1.39655e+09; 1.39832e+09; 0; 0.0964699; 11.6262; 0.56351; 0.0028873
62; 4; 1.39851e+09; 1.4027e+09; 0; 0.234439; 12.3085; 0.54734; 0.00288712
62; 5; 1.40319e+09; 1.40984e+09; 0; 0.334703; 12.6096; 0.554575; 0.00261339
62; 6; 1.40993e+09; 1.41215e+09; 0; 0.123425; 12.1406; 0.604312; 0.00261351
62; 7; 1.41227e+09; 1.42329e+09; 0; 0.66679; 13.4517; 0.631828; 5.65807e-07
62; 8; 1.44639e+09; 1.4557e+09; 0; 0.572155; 19.5857; 0.640331; 4.95548e-08
62; 9; 1.45595e+09; 1.4658e+09; 0; 0.472425; 17.5148; 0.639491; 1.58489e-06
62; 10; 1.46623e+09; 1.47514e+09; 0; 0.503255; 19.5857; 0.640331; 4.95548e-08
62; 11; 1.47541e+09; 1.49061e+09; 0; 0.789676; 21.2801; 0.633749; 0.000500025
62; 12; 1.49527e+09; 1.50122e+09; 0; 0.33837; 20.7387; 0.602292; 0.001
62; 13; 1.50152e+09; 1.51911e+09; 0; 1.02407; 21.0819; 0.605415; 0.001
62; 14; 1.54115e+09; 1.55775e+09; 0; 0.968603; 21.0033; 0.507168; 0.0070855
62; 15; 1.55881e+09; 1.57287e+09; 0; 0.650088; 23.5173; 0.619846; 0.0061165
63; 0; 1.38503e+09; 1.38547e+09; 0; 0.0142389; -5.52299; 0.73009; 0.0183084
63; 1; 1.38574e+09; 1.38586e+09; 0; 0.00762168; 0.759129; 0.894376; 0.0136355
63; 2; 1.38937e+09; 1.38977e+09; 0; 0.0262475; 0.725019; 0.955046; 0.00960987
63; 3; 1.39056e+09; 1.39402e+09; 0; 0.226454; 0.833253; 0.957374; 0.0080962
63; 4; 1.39412e+09; 1.39643e+09; 0; 0.151017; 0.975596; 0.899032; 0.0106082
63; 5; 1.39655e+09; 1.39832e+09; 0; 0.097252; 1.15027; 0.902019; 0.0116913
63; 6; 1.39851e+09; 1.4027e+09; 0; 0.23634; 1.07379; 0.964579; 0.00846022
63; 7; 1.40319e+09; 1.40984e+09; 0; 0.337416; 0.647092; 1.01162; 0.00207219
63; 8; 1.40993e+09; 1.4557e+09; 0; 2.44675; 0.471553; 0.999091; -1.5622e-06
63; 9; 1.45595e+09; 1.4658e+09; 0; 0.476255; 5.18884; 0.812469; 0.00776637
63; 10; 1.46623e+09; 1.47514e+09; 0; 0.507335; 0.235876; 0.90943; 0.00843387
63; 11; 1.47541e+09; 1.49061e+09; 0; 0.796078; 4.2526; 0.786677; 0.0163076
63; 12; 1.54115e+09; 1.55775e+09; 0; 0.976456; 6.33798; 0.549602; 0.0162445
63; 13; 1.55881e+09; 1.57287e+09; 0; 0.655358; 7.06128; 0.518616; 0.0187485
64; 0; 1.38503e+09; 1.38547e+09; 0; 0.0143136; 14.0236; 0.685414; 0.0247268
64; 1; 1.38574e+09; 1.38586e+09; 0; 0.00766165; 8.99936; 0.759288; 0.024479
64; 2; 1.38937e+09; 1.38977e+09; 0; 0.0263852; 10.1366; 0.746372; 0.0224422
64; 3; 1.39056e+09; 1.39402e+09; 0; 0.227642; 7.44833; 0.8452; 0.0164677
64; 4; 1.39412e+09; 1.39643e+09; 0; 0.151809; 3.62272; 0.956943; 0.01253
64; 5; 1.39655e+09; 1.39832e+09; 0; 0.097762; 7.80924; 0.850633; 0.0163138
64; 6; 1.39851e+09; 1.4027e+09; 0; 0.237579; 22.5165; 1.07678; 0.0100494
64; 7; 1.40319e+09; 1.40984e+09; 0; 0.339186; 20.8611; 1.11349; 0.00678773
64; 8; 1.40993e+09; 1.41215e+09; 0; 0.125078; 8.68496; 0.81774; 0.0135742
64; 9; 1.41227e+09; 1.42329e+09; 0; 0.675722; 4.34199; 0.791229; 0.0186383
64; 10; 1.42489e+09; 1.43075e+09; 0; 0.270685; 3.91793; 0.918136; 0.0181087
64; 11; 1.43092e+09; 1.44589e+09; 0; 0.808276; 0.622912; 1.12101; 0.0115063
64; 12; 1.44639e+09; 1.4557e+09; 0; 0.579819; 0.878087; 1.17454; 0.00403978
64; 13; 1.45595e+09; 1.4658e+09; 0; 0.478753; 9.65887; 0.544716; 0.0130483
64; 14; 1.46623e+09; 1.47514e+09; 0; 0.509996; 0.523535; 1.0893; 0.00206286
64; 15; 1.47541e+09; 1.49061e+09; 0; 0.800254; 9.19769; 0.549653; 0.0143589
64; 16; 1.49527e+09; 1.50122e+09; 0; 0.342902; 12.8673; 0.403091; 0.023584
64; 17; 1.50152e+09; 1.51911e+09; 0; 1.03779; 16.5662; 0.798091; 0.0208525
64; 18; 1.54115e+09; 1.55775e+09; 0; 0.981577; 6.72899; 0.586877; 0.0210825
64; 19; 1.55881e+09; 1.57287e+09; 0; 0.658795; 11.9865; 0.71614; 0.0192365
